Autor	Género	Total de Artículos
MEJIAS, CRISTIAN	Hombre	1
ARAYA G, JUAN GABRIEL	Hombre	1
CRUZ, RONALD	Hombre	2
RUIZ-VELASQUEZ, MARYORI IVONNE	-	2
DAVILA, PAOLA MARIA	Mujer	6
HENRIQUEZ-TRIBINOS, VANIA PATRICIA	Mujer	4
RAMIREZ, JAVIER EDUARDO	Hombre	4
FUENZALIDA, BARBARA	Mujer	1
DONOSO-MANDIOLA, MARCELA DEL PILAR	Mujer	2
BUSTAMANTE-MARIN, XIMENA MINERVA	Mujer	7
CORTES SANTANDER, JUAN JOSE	Hombre	1
FUENTES-SALGADO, MANUEL EDUARDO	Hombre	1
OPAZO R, CLAUDIO	Hombre	1
NINA, HANS	Hombre	10
BOURGET, PIERRE	Hombre	1
FERNANDEZ, N.	-	2
CAIMANQUE, T.	Mujer	2
ANDRADE, DAVID CRISTOBAL	Hombre	47
SOBREVIA-LUARTE, LUIS ALBERTO	Hombre	1
SILVA-ACIARES, FEMANDO RODRIGO	Hombre	10
RETAMAL-DIAZ, ANGELLO RICARDO	-	2
PAREDES, LISSETTE	Mujer	5
GONZALEZ-ALVAREZ, KARINA MARIBEL	Mujer	1
PENA, JOSELEN	-	7
MENDEZ CARO, LEYLA CAROLINA	Mujer	1
IRRIBARREN, P.	-	1
CORTEZ, BRENDA A.	Mujer	1
JOFRE-MADARIAGA, DAVID ALEJANDRO	Hombre	7
ROCHA-NUNEZ, ORLANDO ALEJANDRO	Hombre	1
FLORES-RODRIGUEZ, KARINA ELSA	Mujer	5
CASTRO-MUNOZ, GABRIEL	Hombre	1
VILLEGAS-CABRERA, VIVIANA KARINA	Mujer	5
ACUNA-SOTO, ENZO	Hombre	1
ELORZA, MARITZA A.	Mujer	2
GRABER-SEGUEL, TEOFILO ARNOLDO	Hombre	41
GUTIERREZ-SALDANO, PAMELA CRISTINA	Mujer	1
ROJO, MANUEL	Hombre	2
URIBE-ALZAMORA, ROBERTO ALFONSO	Hombre	9
RODRIGUEZ, YARA	Mujer	1
GUERRERO, KATHERYNE	Mujer	1
PIZARRO-PASTENE, MOISES NICOLAS	Hombre	1
ARAYA, MIGUEL	Hombre	6
ELMER, KATHRYN R.	Mujer	1
RIOS, ISABEL	Mujer	1
CORNEJO, MARCELO	Hombre	13
ORELLANA, FERNANDA	Mujer	1
SIGNORELLI SENTIS, JANETTI R.	-	1
GONZALES, LEONEL	Hombre	1
FAJARDO, J.	-	1
PADILLA, ALDO P.	Hombre	2
CAMPUSANO-CUEVAS, CARLA ADRIANA	Mujer	1
YANEZ, SONIA	Mujer	3
VENEGAS-VARGAS, MARIA DE LOS ANGELES	Mujer	1
PEREZ, MAURICIO	Hombre	1
CORDERO, ESTEBAN	Hombre	1
TAPIA, W.	-	1
VARAS- PSIJAS, RODRIGO A.	Hombre	1
JAURIAT, LEOPOLDO A.	Hombre	1
CAMPELO-CORDEIRO, RENATO	Hombre	3
CALDERON, CESAR	Hombre	1
QUEZADA-ROMEGIALLI, CLAUDIO	Hombre	9
VERGARA-DEL SOLAR, JORGE IVAN	Hombre	6
GUNDERMANN-KROLL, HANS HERBERT	Hombre	1
ARENAS, BARBARA	Mujer	1
PADILLA-CAMPOS, LUIS ALEJANDRO	Hombre	16
BELLORIN, JORGE	Hombre	19
VERGARA-BREVIS, MAKARENA	-	2
MURRAY-MARTINEZ, RICARDO TOMAS	Hombre	1
BUGUENO MUNOZ, RICHARD	Hombre	1
GARCES MILLAS, INGRID	Mujer	2
QUEZADA RICARDO, GAETE	-	1
ACOSTA BARRIENTOS, E.	-	1
ULLOA-VALDIVIA, VALENTINA	Mujer	1
PATINO-MARTINEZ, PAMELA SOLEDAD	Mujer	1
OSSANDON-RODRIGUEZ, KARLA TAMARA	Mujer	4
TORRES-ALEGRE, INGRID ANGELICA	Mujer	1
OLIVARES-PAZ, ALBERTO NICOLAS	Hombre	22
GARRIDO-GARRIDO, GABINO	Hombre	1
CARDENAS, ANDRES	Hombre	1
CUTURRUFO, MIGUEL	Hombre	1
RIVERA-YANEZ, LIDIA DEL CARMEN	Mujer	5
AVILA-DONOSO, JUAN ANTONIO	Hombre	4
URIZAR, CONSTANZA	Mujer	1
ALBANEZ, JOSELYN	Mujer	16
RIVERA-REI, ALVARO ALEJANDRO	Hombre	1
CARDENAS-TAVIE, LEYLA CRISTINA	Mujer	1
RAMIREZ-FERNANDEZ, JORGE	Hombre	1
TRUJILLO-CALVO, JORCY YARINA	-	2
BUSTOS CORTES, ALEJANDRO	Hombre	1
COFRE L, PAMELA	Mujer	1
TAPIA-TAPIA, SILVIA ELENA	Mujer	2
ROJAS, MARCELO	Hombre	1
CUEVAS-SANCHEZ, JACQUELINE	Mujer	3
AYALA-BRAVO, CLAUDIO OSVALDO	Hombre	3
CARVAJAL, PAOLO O.	Hombre	1
TABOADA-MENESES, MARIA ELISA	Mujer	40
LANE, RICHARD READE	Hombre	1
LANG-TAPIA, MORIN	-	21
ABRAO, JORGE JOAO	Hombre	2
ORELLANA PENA, CECILIA	Mujer	1
ROJAS URZUA, MONICA	Mujer	1
SILVA ZEPEDA, MARIANELA	Mujer	1
KONG-ROJAS, MILENE SABRINA	-	13
RAMIREZ QUINTANILLA, V.	-	1
SILVA-MELLA, HECTOR HERNAN	Hombre	2
MELLADO, MARIO E.	Hombre	3
TURCQ, BRUNO JEAN	Hombre	4
VIEIRA-DA SILVA FILHO, EMMANOEL	-	1
POTTY, Y. P.	-	1
SANTELLI, R. E.	Hombre	1
PADUA, E. O.	-	1
PATCHINELAM, SAMBASIVA RAO	-	1
DEZIDERIO-SOUTO, DEBORA	Mujer	1
DE OLIVEIRA LESSA, DOUGLAS VILLELA	Hombre	1
SPADANO ALBUQUERQUE, ANA LUIZA S.	Mujer	3
BARBOSA, CATIA FERNANDES	Mujer	1
ORTLIEB, LUC	-	2
FUENTES, NELSON	Hombre	3
NORAMBUENA-FETIS, MARCELA ALEJANDRA	Mujer	1
ACEVEDO, JESUS	Hombre	1
MORALES-RETAMAL, PATRICIO JOSE	Hombre	30
GONZALEZ-KOTHER, P.	Mujer	3
BERMUDEZ-ORTIZ, PAULINA LUCIA	Mujer	1
IHLE-SOTO, SOFIA IRENE	Mujer	1
