titulo,autores,revista
Informar al otro: una mirada desde el periodismo intercultural,"RB Sartori, CP Silva","Cuadernos. info, 133-140, 2011"
Movimientos sociales emergentes y representaciones mediáticas recurrentes: Tensiones en el discurso verbo-visual construido sobre el movimiento estudiantil por la prensa de …,"F Gascón i Martín, C Pacheco Silva","Última década 23 (43), 25-52, 2015"
La trayectoria de mujeres investigadoras en revistas científicas en español,"C del Valle Rojas, DC Domínguez, CP Silva","Revista Latina de Comunicación Social, 451-467, 2015"
Construcción discursiva de las actorías en las crónicas informativas sobre el movimiento estudiantil en El Mercurio de Valparaíso y El Martutino durante los meses de mayo a …,"C Pacheco, F Gascón","Comunicación y Medios 2 (25), 115-129, 2012"
Chile y el Ecosistema de las Elecciones Polıticas en Twitter,"M Guevara, D Pino, M Mendoza, C Pacheco, M Olivares","IV Congreso Internacional de Informática del Norte de Chile, Coquimbo-Chile, 2013"
Tecnología y cambio: una visión desde la perspectiva bibliotecaria,"CV Urra, CP Silva","Revista de Estudios Cotidianos 3 (1), 237-252, 2015"
Los weblogs como espacios de resistencia a la violencia simbólica de los discursos periodísticos de los medios de comunicación de masas,"M Guevara, MO Flández, CP Silva","Revista de Estudios Cotidianos 2 (1), 62-78, 2014"
Construcción de imaginarios en la gestión de la comunicación en situaciones de crisis en las organizaciones,"JMB Bravo, CP Silva","Revista de Estudios Cotidianos 4 (1), 117-136, 2016"
"Ángel Rama, la cultura venezolana y el epistolario de la Biblioteca Ayacucho","M Guevara, C Pacheco","Estudios: revista de investigaciones literarias, 99-136, 2003"
Marcos dominantes en los mensajes presidenciales de Michelle Bachelet por una nueva Constitución en Chile: 2014-2017,"D Johnson Barella, C Pacheco Silva","Comunicación y medios 28 (40), 14-27, 2019"
Aportes para comprender las crisis desde el prisma de la comunicación,CP Silva,"Revista F@ ro 1 (29), 2019"
Aportes metodológicos desde la sociología para el Análisis Crítico y Complejo del Discurso,"AO Aravena Méndez, CR Pacheco Silva","V Encuentro Latinoamericano de Metodología de las Ciencias Sociales 16 al 18 …, 2016"
MOVIMIENTOS SOCIALES EMERGENTES Y REPRESENTACIONES MEDIÁTICAS RECURRENTES.,CP SILVA,"Última Década, 25-52, 2015"
THE PARTITION,C Pacheco Silva,"REVISTA ESTUDIOS COTIDIANOS 3 (2), I-II, 2015"
Technology and change: A view from the library perspective,"C Valenzuela Urra, C Pacheco Silva","REVISTA ESTUDIOS COTIDIANOS 3 (1), 237-252, 2015"
"Temáticas, Metodologías y autorías en revistas de acceso abierto de Chile, Argentina, Brasil, Colombia y México","CP Silva, DJ Barella, MH Ayala","Perspectivas de la Comunicación-ISSN 0718-4867 7 (2), 7-20, 2014"
Weblogs as a space of resistance to the symbolic violence of the journalistic speeches of the mass media,"MR Guevara, M Olivares Flandez, C Pacheco Silva","REVISTA ESTUDIOS COTIDIANOS 2 (1), 62-78, 2014"
"Discurso e imagen periodística. Construcción de imaginarios sobre el movimiento estudiantil 2011-2012 en la prensa regional impresa y digital de Valparaíso, La Araucanía y Los …","A Azócar Avendaño, L Nitrihual Valdebenito, S López Dietz, ...",
eLearning como una oportunidad de transformación en las prácticas docentes de la educación superior en la época de nativos digitales,"C Pacheco, M Guevara","Cuadernos del Foro Valparaíso 13 (13), 49-58, 2013"
Discursive construction of the actors in the informative chronicles about the student's movement in El Mercurio de Valparaiso and El Martutino between May and December 2011,"F Gascon i Martin, C Pacheco","COMUNICACION Y MEDIOS, 115-129, 2012"
"Técnica anatómica para restaurar y/o reproducir piezas óseas humanas de difícil obtención, para la investigación y docencia científica","M Villarroel Guerra, E Medina Otazo","International Journal of Morphology 29 (2), 532-536, 2011"
Combinación de osteotecnia más conservación de músculos en montaje único de Canis lupus familiaris,"MA Villarroel Guerra, NA Troncoso Felipe","International Journal of Morphology 35 (1), 351-356, 2017"
Anatomicis Network: Una Plataforma de Software Educativa basada en la Nube para Mejorar la Enseñanza de la Anatomía en la Educación Médica,"O Inzunza, A Neyem, ME Sanz, I Valdivia, M Villarroel, E Farfán, A Matte, ...","International Journal of Morphology 35 (3), 1168-1177, 2017"
Coronary artery disease in pre and postmenopausal women. The influence of type 2 diabetes mellitus,"J Gajardo-Navarrete, G Ibieta, M Concha, P Garcés, I Robles, ...","Revista Medica de Chile 148 (2), 145-150, 2020"
Anatomical technique to restore and/or reproduce human bone pieces difficult to obtain for research and teaching science,"M Villarroel Guerra, E Medina Otazo","INTERNATIONAL JOURNAL OF MORPHOLOGY 29 (2), 532-536, 2011"
Anatomicis Network: a cloud-based educational software platformto enhance anatomy teaching in medical education,"O Inzunza, A Neyem, ME Sanz, I Valdivia, M Villarroel, E Farfán, A Matte, ...","International Journal of Morphology 35 (3), 1168-1177, 2017"
Combination of Osteotecnia and Preservation of Muscles in Unique Assembly of Canis lupus familiaris/Combinacion de Osteotecnia mas Conservacion de Musculos en Montaje Unico de …,"MAV Guerra, NAT Felipe","International Journal of Morphology 35 (1), 351-357, 2017"
Deltoid Tubercle: Discrepancies between the Anatomical Terminology and Anatomical Bibliography,"M Villarroel, C Acuña, C Olguín, F Velásquez","International Journal Morphology 34 (4), 1318-1321, 2016"
Cuestionario de evaluación de la intencionalidad instruccional para alumnos en contextos universitarios,"A Villarroel, CDG Valle, AA García, PG Mora","Revista de orientacion educacional 29 (55), 103-124, 2015"
La Intencionalidad Instruccional en Profesores y alumnos y su incidencia en el rendimiento académico en contextos universitarios chilenos,"MAV Guerra, JJG Bernal, MEM Palacio",
Tubérculo deltoideo: Discrepancias entre la terminología anatómica y bibliografía anatómica,"M Villarroel Guerra, C Acuña Salas, C Olguín Arancibia, ...","International Journal of Morphology 34 (4), 1318-1321, 2016"
Influence of intake of vegetable oils on the in vitro intestinal absorption of glucose in golden hamsters,"G Barra, M Escobar","Archivos Latinoamericanos de Nutricion 45 (4), 290-294, 1995"
Spiral line of the Femur,"M Villarroel, F Villagrán, E Olave, A Riveros","Int. J. Morphol 38 (1), 193-8, 2020"
Descriptive characteristics of the area of origin of the deltoid muscle on the human clavicle. Is it necessary to include new terms in the Terminologia Anatomica?,"MA Villarroel, PA Lizana","Homo 69 (4), 198-202, 2018"
Influencia de la ingesta de aceites vegetales en la absorción intestinal de glucosa in vitro en hamster dorado,"I González Barra, M Escobar, M Villarroel Guerra","Arch. latinoam. nutr, 290-4, 1995"
Perfil de los Docentes de Morfología en Universidades Chilenas,"E Farfán, J Cárdenas, O Espinoza-Navarro, PA Lizana, J Pacheco, ...","International Journal of Morphology 39 (6), 1615-1624, 2021"
Profile of Morphology Teachers in Chilean Universities.,"E Farfán, J Cárdenas, O Espinoza-Navarro, PA Lizana, J Pacheco, ...","International Journal of Morphology 39 (6), 2021"
Femur Spiral Line: Characteristics and Anatomical importance,"A Riveros, F Villagran, M Villarroel, E Olave","JOURNAL OF ANATOMY 236, 321-321, 2020"
Enfermedad coronaria en mujeres pre y postmenopáusicas y su relación con la diabetes mellitus tipo 2,"J Gajardo-Navarrete, G Ibieta, M Concha, P Garcés, I Robles, ...","Revista médica de Chile 148 (2), 145-150, 2020"
Línea Espiral del Fémur,"M Villarroel, F Villagrán, E Olave, A Riveros","International Journal of Morphology 38 (1), 193-198, 2020"
EFFECTIVENESS OF HIGH-INTENSITY INTERVAL TRAINING ON CARDIORESPIRATORY FITNESS AND BODY COMPOSITION IN PREADOLESCENTS: A SYSTEMATIC REVIEW,"T Reyes-Amigo, M Gomez, M Gallardo, A Palmeira","European Journal of Human Movement 39 (2), 32-47, 2017"
Efecto de un programa de actividad física sobre el rendimiento aeróbico en jóvenes,TR Amigo,"Revista Ciencias de la Actividad Física 16 (1), 53-61, 2015"
Efecto de un método de Entrenamiento Intervalado de Alta Intensidad sobre el consumo máximo de oxígeno en escolares chilenos,"S Galdames-Maliqueo, Á Huerta-Ojeda, L Chirosa-Ríos, ...","Universidad y salud 19 (3), 359-365, 2017"
Contribution of high and moderate-intensity physical education classes to the daily physical activity level in children,"T Reyes- Amigo, J Saa, G Martínez, J De Souza Lima, J Ibarra, ...","Journal of Physical Education and Sport 21 (1), 29-35, 2021"
Actividad física en tiempo libre en estudiantes universitarios y transición escolar a la universidad desde las teorías de comportamiento: una revisión sistemática.,"MG Mazorra, TR Amigo, HGT Torres, DS Oliva, AL Palmeira","Retos: nuevas tendencias en educación física, deporte y recreación, 699-712, 2022"
Efecto de juegos intermitentes de alta intensidad sobre la aptitud cardiorrespiratoria y la composición corporal en escolares: Protocolo de un estudio aleatorio controlado,"T Reyes-Amigo, J Soto-Sanchez, A Palmeira","Gymnasium 3 (1), 1-10, 2018"
Moderators of the effect of high-intensity and moderate-intensity games in school children on cardiorespiratory fitness and body composition,"TRR Amigo, A Labisa-Palmeira","Motricidade 16 (2), 156-169, 2020"
Ejercicio físico de alta intensidad en niños: efecto de juegos intermitentes de alta intensidad sobre la aptitud cardiorrespiratoria y la composición corporal en escolares,TR Reyes Amigo,
Effectiveness of High-Intensity Games versus Moderate-Intensity Games on Cardiorespiratory Fitness and Anthropometric Variables in Children,"T Reyes-Amigo, A Palmeira, C Martins, H Carrasco-Beltrán, ...","Advances in Physical Education 12 (1), 60-74, 2022"
Fundamental movement skills and physical activity recommendations for preschool children,"P Fernández-Valero, J Soto-Sánchez, J Páez, B Leyton-Dinamarca, ...","Journal of Physical Education and Sport 21, 3286-3293, 2021"
Efecto de un programa actividad física aeróbica en escolares de 13 a 15 años,T Reyes-Amigo,"Revista Horizonte 2 (7), 52-61, 2013"
Efecto de un programa de actividad física basado en juegos de alta intensidad sobre la aptitud cardiorrespiratoria y variables antropométricas en adolescentes,"P Fernández-Valero, A Bezerra, T Reyes-Amigo","Journal of Movement & Health 19 (2), 2022"
Effect of a High-intensity Interval Training method on maximum oxygen consumption in Chilean schoolchildren,"S Galdames-Maliqueo, Á Huerta-Ojeda, L Chirosa-Ríos, ...","Universidad y Salud 19 (3), 359-365, 2017"
Efecto del nivel de actividad física programada en estudiantes entre 14 y 17 años,T Reyes-Amigo,"Revista Horizonte Ciencias de la Actividad Física 6 (1), 23-31, 2015"
Effects of high-intensity interval training on executive functions in children and adolescents: A Systematic Review and Meta-analysis,"T Reyes-Amigo, A Bezerra, M Gomez-Mazorra, G Boppre, C Martins, ...",
FITNESS,"TR Amigo, JS Sánchez",
Efecto de un método de Entrenamiento Intervalado de Alta Intensidad sobre el consumo máximo de oxígeno en escolares chilenos Effect of a High-intensity Interval Training method …,"S Galdames-Maliqueo, Á Huerta-Ojeda, L Chirosa-Ríos, ...",
Efectividad del entrenamiento interválico de alta intensidad sobre la aptitud cardiorrespiratoria y la composición corporal en preadolescentes: Una revisión sistemática,"TRR Amigo, MG Mazorra, MG Hinostroza, A Palmeira","European Journal of Human Movement 39, 32-47, 0"
Cardiorrespiratoria y la Composición Corporal en Escolares: Protocolo de,"T Reyes-Amigo, J Soto-Sanchez, A Palmeira",
Manuscritos filosóficos coloniales conservados en el Archivo Nacional Histórico de Santiago de Chile,A Aravena Zamora,"Revista Española de Filosofía Medieval, 289-305, 2015"
La Física contra Tomistas de Lorenzo Romo SJ: apuntes sobre una controversia filosófica en el Chile del siglo XVIII,A Aravena Zamora,"Universum (Talca) 33 (2), 53-73, 2018"
Un curso de filosofía del Chile colonial: los Comentarios Acerca del alma de fray Juan de Fuica (1689),A Aravena Zamora,"Veritas, 81-98, 2016"
"Filosofía en el Chile colonial: el curso de animástica de fray Juan de Fuica Anales del Seminario de Historia de la Filosofía, vol. 33, núm. 2, 2016, pp. 475-488 Universidad …",A Aravena Zamora,"Anales del Seminario de Historia de la Filosofía 33 (2), 475-488, 2016"
Fuentes filosóficas para el estudio del aristotelismo en Chile colonial,AA Zamora,"Hipogrifo: Revista de Literatura y Cultura del Siglo de Oro 8 (1), 307-325, 2020"
"Sobre unas conclusiones filosóficas defendidas en la Real Universidad de San Felipe (Santiago de Chile, 1807)",AA Zamora,"Communitas 3 (6), 220-243, 2019"
Una contribución al corpus filosófico colonial chileno: los cursos de animástica,A Aravena Zamora,"Atenea (Concepción), 11-29, 2019"
La enseñanza de la filosofía natural en la última época colonial chilena: el Tratado Acerca de los elementos y las Instituciones de Física de Manuel Antonio Talavera,AMA Zamora,"Revista Española de Filosofía Medieval 26 (2), 93-116, 2019"
El comercio librario y la transmisión de la filosofía a Hispanoamérica:(siglos XVI al XVIII),A Aravena Zamora,"Cuyo 31 (2), 33-61, 2014"
Fuentes filosóficas coloniales en el Archivo Histórico de La Merced de Santiago de Chile.,"A Aravena Zamora, SD de los Reyes","Confluenze. Rivista di Studi Iberoamericani 11 (2), 2019"
"Comentarios “Acerca del alma” según la doctrina del Doctor Sutil Duns Escoto, por fray Juan de Fuica (1689) Estudio biográfico e histórico y edición bilingüe Latín-Castellano",A Aravena Zamora,"Editorial Pontificia Universidad Javeriana, 2018"
Filosofía en el Chile colonial: el curso de animástica de fray Juan de Fuica,AA Zamora,"Anales del Seminario de Historia de la Filosofía 33 (2), 475-488, 2016"
La enseñanza de la filosofía en el Colegio Máximo San Miguel de Santiago de Chile durante el siglo XVIII,AMA Zamora,"História Unisinos 26 (2), 255-266, 2022"
The teaching of philosophy at the Colegio Maximo San Miguel (Santiago de Chile) during the 18th century,AA Zamora,"HISTORIA UNISINOS 26 (2), 255-266, 2022"
Cuaderno de filosofía. Dictado por don Andrés Bello para el uso de Juan Alemparte,"AA Zamora, FC Morales","Revista de Humanidades, 277-304, 2021"
Cuaderno de filosofía. Dictado por don Andrés Bello para el uso de Juan Alemparte,"A Aravena Zamora, F Cordero Morales","Universidad Andrés Bello, 2021"
